nll_mean,nli_flag_gpt_label,nli_flag_ent_label,nll_ent_0,nll_ent_1,nll_ent_-1,mi_mean,nli_flag_ent_output,mi_ent_0,mi_ent_1,mi_ent_-1
0.056832770711446066,,-1,0.023892512414861792,,12.672951698303223,,1,,,
0.021796908998654274,,-1,0.021261690330421804,,0.432309627532959,,1,,,
0.023587445359357417,,1,0.0214669806116606,0.34717036585789174,,,1,,,
0.01754135472039131,,1,0.01754135472039131,,,,1,,,
0.006878679762092925,,1,0.006878679762092925,,,,1,,,
0.00990035763195074,,1,0.00877252264429569,0.2974982794839889,,,-1,,,
0.10234632012190363,,1,0.10234632012190363,,,,1,,,
0.07377058797484241,,-1,0.06870635499104348,,0.45763944814680146,,1,,,
0.041716774870524866,,1,0.041716774870524866,,,,1,,,
0.014530787238201745,,-1,0.014543326515554369,,0.004913161508738995,,-1,,,
0.039710062953783286,,1,0.03981596358595388,0.012705401750281453,,,1,,,
0.04882691329961079,,-1,0.04899168082352946,,0.017356316231143865,,1,,,
0.07673187294649964,,-1,0.07410615011295153,0.505396047476097,0.1469550367910415,,-1,,,
0.02050066389226816,,-1,0.020350138002129443,0.030145561209792504,0.11636317521333694,,1,,,
0.08688642045679214,,-1,0.08689796457114572,0.07583742503193207,0.18863748013973236,,-1,,,
0.25646978926322106,,-1,0.24013909091705937,0.18368941069846706,1.1642193831586545,,-1,,,
0.009927983501359705,,1,0.009927983501359705,,,,1,,,
0.00793963956568966,,1,0.005056445635126203,2.2193493843078613,,,1,,,
0.009871808440828763,,1,0.009907701506397323,0.0007190767208461087,,,1,,,
0.13966420815090963,,-1,0.1345644611482278,,1.4400996938347816,,-1,,,
0.049100291353288604,,1,0.04881459290833972,0.08538399386179663,,,1,,,
0.4334064345367767,,-1,0.366920059373948,2.6952651254832745,3.4605764588962,,-1,,,
0.03212183849041613,,1,0.03219821913645217,0.002868051058612764,,,1,,,
0.039365121782446146,,1,0.039161261696164885,0.07830239826216712,,,1,,,
0.0027758869476800876,,1,0.0027758869476800876,,,,1,,,
0.02606072815735061,,1,0.02606072815735061,,,,1,,,
0.017184237955446473,,1,0.017184237955446473,,,,1,,,
0.3418458519406169,,-1,0.3475548631800167,0.002686900529988634,0.035607861393752195,,-1,,,
0.16854807218206305,,-1,0.1684369939482955,0.2283301404604572,0.037157964427024126,,1,,,
0.01695527457436204,,-1,0.000999639199061572,,2.4517852328452134,,-1,,,
0.04237827246605441,,-1,0.027652707641395997,0.0465702877069513,1.6351499998043957,,1,,,
0.1272683758293939,,-1,0.12341073868182523,,0.4525957752743529,,-1,,,
0.004351290542411827,,1,0.004351290542411827,,,,1,,,
0.1229062158159498,,-1,0.12321453510749265,,0.0048199271550402045,,-1,,,
0.013044421733232761,,1,0.01264787641173192,0.08878457813989371,,,-1,,,
0.03489715022144383,,-1,0.024955730576339645,,1.9337083024363437,,1,,,
0.005856956612834807,,1,0.005856956612834807,,,,1,,,
0.04183426451010656,,-1,0.04166566915814875,,0.17114689946174622,,1,,,
0.15848214038990585,,-1,0.1441472206621779,,1.9790169458113571,,1,,,
0.045057532392683314,,1,0.045057532392683314,,,,1,,,
0.05561311161662511,,-1,0.05548242553905996,,0.10566587932407856,,-1,,,
0.27982093223772725,,-1,0.2777077281269547,0.16172924841021086,0.6255348874256015,,-1,,,
0.05606036615226865,,1,0.05587304541288622,0.1997353732585907,,,1,,,
0.04352422990279573,,1,0.04352422990279573,,,,1,,,
0.14197389175461636,,-1,0.13498878876474857,0.2343085380529778,0.631731161278569,,-1,,,
0.03364532120389363,,1,0.03364532120389363,,,,1,,,
0.08263535281606886,,-1,0.0794773037326093,1.0181419548171107,0.0013548523012957502,,-1,,,
0.025377785458823965,,-1,0.0253670543565635,,0.03360854089260101,,-1,,,
0.027656178986491753,,1,0.027656178986491753,,,,1,,,
0.04479261085478411,,1,0.04467528460934015,0.08972856285981834,,,1,,,
0.00993925049713873,,1,0.00993925049713873,,,,1,,,
0.05255924288895386,,1,0.05255924288895386,,,,1,,,
0.01765739587940433,,-1,0.01597856388365075,,0.6606500502530253,,1,,,
0.006775503962465142,,1,0.00680203185196677,0.0017086770676542073,,,1,,,
0.005427786734779024,,1,0.0054343586642505775,0.0003871168300975114,,,1,,,
0.003592491694629274,,1,0.003592491694629274,,,,1,,,
0.006625795187033508,,1,0.006625795187033508,,,,1,,,
0.005042381117073447,,1,0.005042381117073447,,,,1,,,
0.003009374016930503,,1,0.002988149334499205,0.005704908685705353,,,1,,,
0.02115032054818992,,1,0.021170271005572987,0.005848319735378027,,,1,,,
0.0036568160403499896,,1,0.0036568160403499896,,,,1,,,
0.010054421598890547,,1,0.010080301597407719,0.00014238216681405902,,,1,,,
0.012580395834732508,,1,0.010850413619008127,0.276575681954273,,,1,,,
0.006910771112327296,,1,0.006910771112327296,,,,1,,,
0.004206509035437141,,1,0.0022729796951221097,0.16726748340200479,,,1,,,
0.006329169959271279,,1,0.006329169959271279,,,,1,,,
0.004438224903461574,,1,0.004470284941210896,0.00036660010929760273,,,1,,,
0.006538023007064335,,1,0.006538023007064335,,,,1,,,
0.0048722577051627525,,1,0.0048722577051627525,,,,1,,,
0.0039990219143071215,,1,0.0039990219143071215,,,,1,,,
0.008269497635019718,,1,0.008032679064885036,0.09897100999660324,,,1,,,
0.006528261709264053,,1,0.006534059634135301,0.00208125333301723,,,1,,,
0.0067470083429389165,,1,0.0067470083429389165,,,,1,,,
0.006618346658128142,,1,0.0066266322487411435,0.0002632986579556018,,,1,,,
0.004235730939165923,,1,0.004235730939165923,,,,1,,,
0.011038257398261328,,1,0.011038257398261328,,,,1,,,
0.0035233518867337685,,1,0.003524830266041274,0.0023894349578768015,,,1,,,
0.008838334984594335,,1,0.008847150942888262,0.002076494973152876,,,1,,,
0.008974463020760956,,1,0.008974463020760956,,,,1,,,
0.012807470916669672,,1,0.012855279493890646,0.0006162837253214093,,,1,,,
0.00533010775920791,,1,0.00533010775920791,,,,1,,,
0.005609034938413397,,1,0.005609034938413397,,,,1,,,
0.01031216498672786,,1,0.01031216498672786,,,,1,,,
0.008785807996908387,,1,0.008800287853798558,0.0032400228079723092,,,1,,,
0.01144248136157581,,1,0.01144248136157581,,,,1,,,
0.006645356179937186,,1,0.006645356179937186,,,,1,,,
0.023170979685818455,,1,0.02325913882532642,0.0006903991112873579,,,1,,,
0.010456739151745609,,1,0.010565043996024466,0.003633533962177656,,,-1,,,
0.0032381523470418707,,1,0.0032272762049018818,0.011580153368413448,,,1,,,
0.004067183421274952,,1,0.004067183421274952,,,,1,,,
0.007521478031563333,,1,0.007521478031563333,,,,1,,,
0.01080060316781147,,1,0.010801021037379094,0.010736836271792071,,,1,,,
0.003820831895154697,,1,0.003820831895154697,,,,1,,,
0.005119120737199741,,1,0.005150627297313095,0.0011177876028038252,,,1,,,
0.006786585067106721,,1,0.006786585067106721,,,,-1,,,
0.012540749319400746,,1,0.012540749319400746,,,,1,,,
0.011928939422486332,,1,0.009711037288866613,0.5774939834955148,,,1,,,
0.00720976491939614,,1,0.00720976491939614,,,,1,,,
0.007234438334256965,,1,0.007319358388049103,0.0007974982568129008,,,1,,,
0.01375670658923589,,1,0.01323815907310005,0.1127992821711814,,,-1,,,
0.014235515608940505,,1,0.014235515608940505,,,,1,,,
0.009952491266237354,,-1,0.009977691146853528,,0.0003009369902429171,,1,,,
0.004812344808061771,,1,0.004812344808061771,,,,1,,,
0.0038487159673271285,,1,0.0038487159673271285,,,,1,,,
0.01230563389558211,,1,0.01230563389558211,,,,1,,,
0.00809387776802654,,1,0.006160609251948193,0.25361897930997657,,,1,,,
0.021897395081222754,,1,0.021897395081222754,,,,1,,,
0.006608656650097207,,1,0.006608656650097207,,,,1,,,
0.02697593320653861,,1,0.02697593320653861,,,,1,,,
0.003032919301574566,,1,0.003032919301574566,,,,1,,,
0.00858765979274878,,1,0.00858765979274878,,,,1,,,
0.004706034365309956,,1,0.004706034365309956,,,,1,,,
0.02403908597747299,,1,0.02403908597747299,,,,1,,,
0.014206413855188652,,1,0.014241778577164518,0.0006617253384320065,,,1,,,
0.003592241832679468,,1,0.003592241832679468,,,,1,,,
0.005683428786425655,,1,0.0055323152926132985,0.0635598969165585,,,1,,,
0.006450170019903704,,1,0.006450170019903704,,,,1,,,
0.007616755299981293,,1,0.0076138082062212325,0.007865293540413,,,1,,,
0.02049326772415405,,1,0.02049326772415405,,,,1,,,
0.00405464631568601,,1,0.00405464631568601,,,,1,,,
0.03209660411158547,,1,0.030798861933659594,0.2301320604630746,,,-1,,,
0.006173892975085711,,1,0.006173892975085711,,,,1,,,
0.01394799831882132,,1,0.01379185316783654,0.07375159114599228,,,1,,,
0.003400673860433893,,1,0.003400673860433893,,,,1,,,
0.016073030416476303,,1,0.016064400498577713,0.022692177444696426,,,1,,,
0.0052647394624205646,,1,0.0052647394624205646,,,,1,,,
0.030512265208896494,,-1,0.023183311034784118,0.12222553580587762,0.871592442819383,,-1,,,
0.00849687651752736,,1,0.008513620105236024,0.006370440878527006,,,1,,,
0.010542980804623644,,1,0.010542980804623644,,,,1,,,
0.003914877552534908,,1,0.003914877552534908,,,,1,,,
0.006013699931681178,,1,0.005945354110731784,0.05843494459986687,,,1,,,
0.006479836275445905,,1,0.006479836275445905,,,,1,,,
0.005706703088319998,,1,0.0057127211040497675,0.001090885023586452,,,1,,,
0.0049538716616706795,,1,0.0049538716616706795,,,,1,,,
0.0059653475765533885,,1,0.0059653475765533885,,,,1,,,
0.005376458304166813,,1,0.005376458304166813,,,,1,,,
0.024487483206516576,,1,0.024487483206516576,,,,1,,,
0.005422328278263204,,1,0.0043426985368204395,0.17017382682242896,,,-1,,,
0.003185092921937619,,1,0.003185092921937619,,,,1,,,
0.004648403215203582,,1,0.004648403215203582,,,,1,,,
0.01649552962366337,,1,0.01653857087913665,1.0728777397162048e-05,,,1,,,
0.02752254927835196,,1,0.021342284681082003,0.6146476860189978,,,1,,,
0.01135612452963386,,1,0.01135612452963386,,,,1,,,
0.023672388567495872,,1,0.023672388567495872,,,,1,,,
0.01767526616465472,,1,0.0058252378781480435,3.039432479223857,,,1,,,
0.0038597062817255314,,1,0.0038597062817255314,,,,1,,,
0.0032454605245687182,,1,0.0032454605245687182,,,,1,,,
0.005251208017624502,,1,0.005257626167786332,0.00032848684350028634,,,1,,,
0.0030696773177367,,-1,0.0029875973380881545,0.006448179541985155,0.04872211068868637,,-1,,,
0.005176559547167041,,1,0.003818279900635542,0.15284096112009138,,,-1,,,
0.004332508661870331,,1,0.004337797239267982,0.00027616979787126184,,,1,,,
0.025900794881856964,,1,0.02596413304783707,0.0016422773114754818,,,1,,,
0.007654002535823305,,1,0.007654002535823305,,,,1,,,
0.021744719836318243,,1,0.02081401351562876,0.05330412507424336,,,-1,,,
0.011991412421069233,,1,0.011991412421069233,,,,1,,,
0.0071882987017820215,,1,0.0071882987017820215,,,,1,,,
0.005838876428510294,,1,0.003212024396004681,0.5075676146370824,,,-1,,,
0.0037296750189940533,,1,0.0037305725259475994,0.003041287185624242,,,1,,,
